Datetime,Close
2022-09-26 10:28:00,369.82000732421875
2022-09-26 10:30:00,369.5700988769531
2022-09-26 10:32:00,369.3900146484375
2022-09-26 10:34:00,369.0111083984375
2022-09-26 10:36:00,369.3599853515625
2022-09-26 10:38:00,369.3399963378906
2022-09-26 10:40:00,368.7900085449219
2022-09-26 10:42:00,369.1300048828125
2022-09-26 10:44:00,368.57501220703125
2022-09-26 10:46:00,368.4100036621094
2022-09-26 10:48:00,368.32000732421875
2022-09-26 10:50:00,368.0299987792969
2022-09-26 10:52:00,368.1499938964844
2022-09-26 10:54:00,368.1700134277344
2022-09-26 10:56:00,368.2900085449219
2022-09-26 10:58:00,368.4800109863281
2022-09-26 11:00:00,368.2799987792969
2022-09-26 11:02:00,368.44000244140625
2022-09-26 11:04:00,367.6600036621094
2022-09-26 11:06:00,367.75
2022-09-26 11:08:00,367.0199890136719
2022-09-26 11:10:00,366.9100036621094
2022-09-26 11:12:00,367.010009765625
2022-09-26 11:14:00,367.3399963378906
2022-09-26 11:16:00,367.0299987792969
2022-09-26 11:18:00,366.8100891113281
2022-09-26 11:20:00,367.1600036621094
2022-09-26 11:22:00,366.5
2022-09-26 11:24:00,366.2200012207031
2022-09-26 11:26:00,366.17999267578125
2022-09-26 11:28:00,365.93499755859375
2022-09-26 11:30:00,366.0899963378906
2022-09-26 11:32:00,365.9612121582031
2022-09-26 11:34:00,366.510009765625
2022-09-26 11:36:00,366.239990234375
2022-09-26 11:38:00,366.2900085449219
2022-09-26 11:40:00,366.7550048828125
2022-09-26 11:42:00,366.4200134277344
2022-09-26 11:44:00,365.489990234375
2022-09-26 11:46:00,366.04998779296875
2022-09-26 11:48:00,366.2200012207031
2022-09-26 11:50:00,365.95001220703125
2022-09-26 11:52:00,365.80999755859375
2022-09-26 11:54:00,366.5249938964844
2022-09-26 11:56:00,366.57000732421875
2022-09-26 11:58:00,366.8500061035156
2022-09-26 12:00:00,366.30999755859375
2022-09-26 12:02:00,366.1700134277344
2022-09-26 12:04:00,366.139892578125
2022-09-26 12:06:00,365.8999938964844
2022-09-26 12:08:00,366.1099853515625
2022-09-26 12:10:00,366.2699890136719
2022-09-26 12:12:00,366.1199951171875
2022-09-26 12:14:00,365.989990234375
2022-09-26 12:16:00,366.25
2022-09-26 12:18:00,366.19000244140625
2022-09-26 12:20:00,365.6050109863281
2022-09-26 12:22:00,365.489990234375
2022-09-26 12:24:00,364.8299865722656
2022-09-26 12:26:00,364.7900085449219
2022-09-26 12:28:00,364.6650085449219
2022-09-26 12:30:00,364.5799865722656
2022-09-26 12:32:00,364.2049865722656
2022-09-26 12:34:00,364.239990234375
2022-09-26 12:36:00,364.3599853515625
2022-09-26 12:38:00,364.2300109863281
2022-09-26 12:40:00,364.1199951171875
2022-09-26 12:42:00,364.07000732421875
2022-09-26 12:44:00,364.2300109863281
2022-09-26 12:46:00,364.7300109863281
2022-09-26 12:48:00,364.7149963378906
2022-09-26 12:50:00,365.1000061035156
2022-09-26 12:52:00,365.1199951171875
2022-09-26 12:54:00,365.6099853515625
2022-09-26 12:56:00,365.54998779296875
2022-09-26 12:58:00,365.57000732421875
2022-09-26 13:00:00,365.3699951171875
2022-09-26 13:02:00,365.17498779296875
2022-09-26 13:04:00,364.6099853515625
2022-09-26 13:06:00,364.260009765625
2022-09-26 13:08:00,364.409912109375
2022-09-26 13:10:00,363.7799987792969
2022-09-26 13:12:00,363.6513977050781
2022-09-26 13:14:00,363.6499938964844
2022-09-26 13:16:00,363.69000244140625
2022-09-26 13:18:00,363.8500061035156
2022-09-26 13:20:00,363.8599853515625
2022-09-26 13:22:00,363.6499938964844
2022-09-26 13:24:00,363.09991455078125
2022-09-26 13:26:00,363.69000244140625
2022-09-26 13:28:00,363.6700134277344
2022-09-26 13:30:00,363.94989013671875
2022-09-26 13:32:00,364.1698913574219
2022-09-26 13:34:00,364.07000732421875
2022-09-26 13:36:00,364.19000244140625
2022-09-26 13:38:00,363.9800109863281
2022-09-26 13:40:00,363.6400146484375
2022-09-26 13:42:00,363.639892578125
2022-09-26 13:44:00,364.2900085449219
2022-09-26 13:46:00,364.1400146484375
2022-09-26 13:48:00,364.0150146484375
2022-09-26 13:50:00,364.5199890136719
2022-09-26 13:52:00,364.1099853515625
2022-09-26 13:54:00,364.0299987792969
2022-09-26 13:56:00,363.8399963378906
2022-09-26 13:58:00,363.30999755859375
2022-09-26 14:00:00,364.04998779296875
2022-09-26 14:02:00,364.5812072753906
2022-09-26 14:04:00,364.8299865722656
2022-09-26 14:06:00,364.94000244140625
2022-09-26 14:08:00,365.07000732421875
2022-09-26 14:10:00,364.8999938964844
2022-09-26 14:12:00,364.75
2022-09-26 14:14:00,364.8900146484375
2022-09-26 14:16:00,365.08990478515625
2022-09-26 14:18:00,364.8599853515625
2022-09-26 14:20:00,364.8692932128906
2022-09-26 14:22:00,364.6000061035156
2022-09-26 14:24:00,364.2900085449219
2022-09-26 14:26:00,364.2215881347656
2022-09-26 14:28:00,363.8190002441406
2022-09-26 14:30:00,363.9200134277344
2022-09-26 14:32:00,364.20001220703125
2022-09-26 14:34:00,364.0199890136719
2022-09-26 14:36:00,363.5
2022-09-26 14:38:00,363.8900146484375
2022-09-26 14:40:00,363.7305908203125
2022-09-26 14:42:00,363.8999938964844
2022-09-26 14:44:00,364.08990478515625
2022-09-26 14:46:00,364.75
2022-09-26 14:48:00,365.6300964355469
2022-09-26 14:50:00,365.6300048828125
2022-09-26 14:52:00,365.67999267578125
2022-09-26 14:54:00,365.7900085449219
2022-09-26 14:56:00,365.5199890136719
2022-09-26 14:58:00,365.5296936035156
2022-09-26 15:00:00,365.6400146484375
2022-09-26 15:02:00,365.7998046875
2022-09-26 15:04:00,366.0350036621094
2022-09-26 15:06:00,365.47210693359375
2022-09-26 15:08:00,366.1700134277344
2022-09-26 15:10:00,365.6700134277344
2022-09-26 15:12:00,365.81500244140625
2022-09-26 15:14:00,365.5199890136719
2022-09-26 15:16:00,364.8500061035156
2022-09-26 15:18:00,365.7099914550781
2022-09-26 15:20:00,365.4949951171875
2022-09-26 15:22:00,365.1000061035156
2022-09-26 15:24:00,365.010009765625
2022-09-26 15:26:00,365.4700012207031
2022-09-26 15:28:00,365.4599914550781
2022-09-26 15:30:00,364.739990234375
2022-09-26 15:32:00,365.1603088378906
2022-09-26 15:34:00,365.67999267578125
2022-09-26 15:36:00,365.3349914550781
2022-09-26 15:38:00,364.95208740234375
2022-09-26 15:40:00,365.4049987792969
2022-09-26 15:42:00,364.8800048828125
2022-09-26 15:44:00,365.57000732421875
2022-09-26 15:46:00,365.7099914550781
2022-09-26 15:48:00,365.7900085449219
2022-09-26 15:50:00,365.489990234375
2022-09-26 15:52:00,366.6000061035156
2022-09-26 15:54:00,364.989990234375
2022-09-26 15:56:00,364.6700134277344
2022-09-26 15:58:00,364.30999755859375
2022-09-27 09:30:00,368.0400085449219
2022-09-27 09:32:00,368.95001220703125
2022-09-27 09:34:00,369.114990234375
2022-09-27 09:36:00,369.5899963378906
2022-09-27 09:38:00,369.82000732421875
2022-09-27 09:40:00,370.1400146484375
2022-09-27 09:42:00,369.7300109863281
2022-09-27 09:44:00,369.1099853515625
2022-09-27 09:46:00,369.3900146484375
2022-09-27 09:48:00,368.3077087402344
2022-09-27 09:50:00,368.3009948730469
2022-09-27 09:52:00,368.80999755859375
2022-09-27 09:54:00,368.4700012207031
2022-09-27 09:56:00,368.18499755859375
2022-09-27 09:58:00,368.4440002441406
2022-09-27 10:00:00,367.260009765625
2022-09-27 10:02:00,366.7900085449219
2022-09-27 10:04:00,367.04998779296875
2022-09-27 10:06:00,366.79998779296875
2022-09-27 10:08:00,366.2300109863281
2022-09-27 10:10:00,366.8999938964844
2022-09-27 10:12:00,366.94000244140625
2022-09-27 10:14:00,366.7900085449219
2022-09-27 10:16:00,366.8497009277344
