Date,Open,High,Low,Close,Volume
2021-12-14,456.1869164537576,458.797408051111,453.38925469822925,456.452880859375,97264100
2021-12-15,456.51205763097414,463.8411258482515,453.8719841187196,463.58502197265625,116899300
2021-12-16,465.5256238578723,465.8211398709647,457.87142842944473,459.4968566894531,116568600
2021-12-17,456.2672398674505,459.4207305999944,452.81719490262014,454.6064758300781,135511600
2021-12-20,449.2781837713862,450.1876368627965,445.9764159219401,449.7724609375,107134800
2021-12-21,453.3609305057284,457.9082868957625,451.0872673948548,457.760009765625,69806300
2021-12-22,457.49309513220595,462.45562731524785,457.2854769888965,462.3370056152344,58890200
2021-12-23,463.384882894794,466.78551250219414,463.2761563897189,465.2137145996094,56439700
2021-12-27,466.65699037424486,471.8469010045365,466.6075747212709,471.7974853515625,56808600
2021-12-28,472.25217296117563,473.32969355435415,470.6111691628179,471.4118957519531,47274600
2021-12-29,471.520676426014,473.08257906373285,470.4728112024703,472.01495361328125,54503000
2021-12-30,472.4598134957592,473.51757398073977,470.2257009889075,470.7100830078125,55329000
2021-12-31,470.19601309008607,471.4020204549628,469.2371141484059,469.5237731933594,65237400
2022-01-03,470.84844425912456,472.3807216657983,468.42650410269573,472.2423095703125,72668200
2022-01-04,473.7350054442367,474.48631638605656,470.1366532158194,472.0841064453125,71178700
2022-01-05,471.6985791390475,472.50920091528405,462.9202120214704,463.0190734863281,104538900
2022-01-06,462.53472131142144,465.43117839173607,460.1028558261161,462.5841369628906,86858900
2022-01-07,462.5940369036953,463.8297298859487,459.331789329575,460.75531005859375,85111600
2022-01-10,457.4041104866488,460.4092939939143,451.37392290910174,460.18194580078125,119362000
2022-01-11,459.90518843943073,464.47230508019663,456.76156242338106,464.3734436035156,74303100
2022-01-12,466.1923589724666,467.78394722040724,463.57269588491556,465.6288757324219,67605400
2022-01-13,466.7854954599447,467.46760039612525,458.13564462837957,459.2131652832031,91173100
2022-01-14,455.911405158876,459.76676127684203,454.6361615385267,459.4010009765625,95890900
2022-01-18,454.4779688856371,454.6954520501679,450.0986803394288,451.2651672363281,109709100
2022-01-19,452.88641897197675,454.3494601338673,446.2927480410489,446.5794372558594,109357600
2022-01-20,448.5565381938676,453.4894147672063,439.41241041801464,441.63665771484375,122379700
2022-01-21,440.4603006900865,442.93168671611863,432.93741610762225,432.9670715332031,202271200
2022-01-24,427.0851483078244,435.3395834284582,415.9441512869428,434.8057556152344,251783900
2022-01-25,428.10332718516025,434.6871025116463,422.26096759136476,429.4971923828125,167997300
2022-01-26,435.6756628518723,438.95767044772845,423.95139288248197,428.419677734375,186391100
2022-01-27,433.2438395533789,436.53571226839364,424.5346781339232,426.3041687011719,149878300
2022-01-28,427.72771342285955,436.94104773309544,422.9233534873862,436.8916320800781,164457400
2022-01-31,436.1897184269397,445.1262583350566,434.7760929251571,444.760498046875,152251400
2022-02-01,445.5217091767673,448.4379568512328,441.8245252134182,447.7657470703125,123155400
2022-02-02,450.28652478956815,452.87653246527395,447.8645544659762,452.1153564453125,117361000
2022-02-03,445.7885902010251,447.78545910057164,440.60854496229723,441.4883728027344,118024400
2022-02-04,441.2412527498039,447.5976501613361,438.75007640900003,443.5643615722656,118454400
2022-02-07,444.3651166339069,445.8281578995617,440.7470037579739,442.140869140625,84472900
2022-02-08,441.6169115248988,446.74751119945404,440.1241847488413,445.7787170410156,81012000
2022-02-09,450.0097386724572,452.6392970170899,449.8021506939638,452.3031921386719,92589900
2022-02-10,446.17411501257595,452.47120137121067,442.0815157066429,444.17724609375,140103700
2022-02-11,444.266213628056,446.44101509500166,433.9160483867408,435.41864013671875,153214600
2022-02-14,434.8848402316152,436.5456042889373,430.3572444424276,433.9951171875,123006300
2022-02-15,438.6512410794835,441.17204265347874,438.10751807548485,440.9941101074219,88482700
2022-02-16,438.8489194497072,442.9316536871931,436.8817059735302,441.4883728027344,84863600
2022-02-17,438.147085436672,441.45874873347236,431.4249275370094,432.0575866699219,102259100
2022-02-18,432.32447369113333,433.6392679106509,426.87755957227427,429.2599792480469,132642900
2022-02-22,426.94677375799444,430.5154406567137,420.98576177196225,424.6533203125,124391800
2022-02-23,427.7079536938864,428.30109237221666,416.5274057552635,417.12054443359375,132578000
2022-02-24,406.3156087388995,423.8525838825361,405.9399834174015,423.3978271484375,213942900
2022-02-25,424.6928378276693,432.8286513336713,422.9628676418268,432.73968505859375,121804500
2022-02-28,427.08515110507835,433.18454495400056,425.77038704288657,431.63250732421875,145615000
2022-03-01,430.06070702979645,432.1663326915444,422.22144784831204,425.0586242675781,137785900
2022-03-02,427.4212730447816,434.68715412147407,426.6304415699974,432.87811279296875,117726500
2022-03-03,435.4285509854193,436.0612101040459,428.8348799661836,430.7230224609375,105501700
2022-03-04,426.80836565193977,428.4098189659662,422.98266491992405,427.22357177734375,113978200
2022-03-07,426.61060709399766,427.3520228381084,414.56012745292196,414.62933349609375,137896600
2022-03-08,414.81720238907917,422.32032684373695,410.3687074830403,411.48577880859375,164772700
2022-03-09,420.2740282816254,424.59400614348385,417.9805748540562,422.5180358886719,116990800
2022-03-10,417.68396488229035,421.54921593492463,415.6277851487968,420.610107421875,93972700
2022-03-11,423.2199053036139,423.86245963056786,414.7282266197315,415.2620544433594,95636300
2022-03-14,416.07266383687795,419.6907462879158,411.0310305093529,412.2271728515625,95729200
2022-03-15,414.9654641175031,421.95455087309057,413.6309398298518,421.292236328125,106219100
2022-03-16,424.9696361894637,430.69334404957186,419.9378680923793,430.634033203125,144954800
2022-03-17,428.62727019914644,436.02166748046875,428.23185449907385,436.02166748046875,102676900
2022-03-18,434.331945744177,441.13448178417855,433.55847910607173,440.7973327636719,106345500
2022-03-21,440.6188270864143,442.7210680947924,436.9894744870046,440.6684265136719,88349800
2022-03-22,442.1260859856014,446.80655908056025,442.1260859856014,445.8248596191406,74650400
2022-03-23,443.1673449891968,444.7340999255641,439.99413136206294,440.0833740234375,79426100
2022-03-24,442.2054624289705,446.72727212990196,441.0353516427663,446.71734619140625,64736900
2022-03-25,447.3817400586387,449.18650563408687,444.6745916954664,448.89892578125,77101300
2022-03-28,448.2741855384289,452.0919494628906,446.2909346958001,452.0919494628906,68529800
2022-03-29,456.16753714400295,458.200387511717,453.3513244447868,457.6847229003906,86581500
2022-03-30,456.4848620839005,457.33767571847,452.64727638335665,454.8586120605469,79666900
2022-03-31,454.0554169741167,454.91812632147673,447.38176643167407,447.8577575683594,121699900
2022-04-01,449.5137323511612,449.6624701169323,445.37867115268716,449.12701416015625,89048800
2022-04-04,449.33523889932536,453.0835818389499,448.4725296114604,452.9744873046875,59601000
2022-04-05,451.40772050749126,453.9958483027275,446.0529493440323,447.2528076171875,74214500
2022-04-06,443.14750544454176,445.1703995445369,439.7561331394801,442.78057861328125,106898000
2022-04-07,441.85835724877296,446.91565282851775,439.81561135084553,445.01171875,78097200
2022-04-08,444.2184519870874,446.8561793032968,442.2054535434022,443.8218078613281,79272700
2022-04-11,440.3907838600342,441.27334507595015,435.7103405772736,436.23590087890625,89770500
2022-04-12,439.36937073292785,442.0170238771549,432.9932266474523,434.6195068359375,84363600
2022-04-13,434.36169201086005,440.39076139490294,434.17328075554553,439.59747314453125,74070400
2022-04-14,439.835460328614,441.00560136960956,434.01462372496155,434.12371826171875,97869500
2022-04-18,433.1518959435267,436.0672770902297,431.9619333384212,434.30218505859375,66002500
2022-04-19,434.1930947198821,442.06660302722275,434.0146094059943,441.31298828125,77821000
2022-04-20,443.17726233854705,443.8218128328768,439.7660683471935,440.9857482910156,65224400
2022-04-21,444.78369474686116,446.2413853915548,433.43949700113836,434.3914489746094,85417300
2022-04-22,433.25107052248364,434.41125532958233,421.87712562282195,422.47210693359375,132471800
2022-04-25,420.1219538482033,425.0999025485545,415.332386136087,424.9214172363281,119647700
2022-04-26,422.2638527212785,422.47211585475065,412.58560889224606,412.6153564453125,103996300
2022-04-27,413.74579565968503,419.3782512500081,411.53449026005103,413.7755432128906,122030000
2022-04-28,418.75350303318476,426.0419558520609,414.102777437426,424.2272644042969,105449100
2022-04-29,420.04261787296315,422.30352267308285,407.7662900436615,408.5496826171875,145491100
2022-05-02,408.6190902615176,412.43685414522116,401.62811295868255,411.0089111328125,158312500
2022-05-03,411.5344833608006,415.4216381372007,409.8982771759006,412.89300537109375,100028200
2022-05-04,413.58711354426896,426.06177817463373,410.2453407475674,425.466796875,144247900
2022-05-05,420.9945602744624,421.44080381860226,406.01111469269813,410.3445129394531,172929100
2022-05-06,407.657222216257,411.32621816707115,402.33219847437874,407.89520263671875,151770800
2022-05-09,401.70746721179637,403.0064941024103,393.1794824727231,394.83551025390625,155586100
2022-05-10,401.10257418673535,402.67925504280765,391.5135728980805,395.747802734375,132497200
2022-05-11,394.7363308640535,400.65633572187966,388.67748392424545,389.46087646484375,142361000
2022-05-12,386.1091925233651,392.48533683625664,381.9245319583339,389.0543212890625,125090800
2022-05-13,393.38772077558525,399.8035385983029,392.29692673655927,398.35577392578125,104174400
2022-05-16,396.63034613002395,400.58692186942926,394.2702727900256,396.7394104003906,78622400
2022-05-17,403.12549465904874,405.1484190588463,399.20856201041227,404.9005126953125,83029700
2022-05-18,400.1208420908022,400.4183176009376,387.2792812745358,388.57830810546875,117674500
2022-05-19,385.36546357658506,390.83925522997254,383.8680995174872,386.19842529296875,98510700
2022-05-20,389.9566834536972,393.70502620623034,377.35313325777327,386.36700439453125,131432200
2022-05-23,389.5402031563818,394.39919195807806,387.1107390175401,393.5959777832031,76414900
2022-05-24,389.2724603968558,391.84076652366394,383.71935216445735,390.5913391113281,91448800
2022-05-25,389.02458338337726,396.1048037225104,388.6081176351974,394.0422058105469,91472900
2022-05-26,395.33133316910966,403.6312333794285,395.11317435868995,401.91571044921875,82168300
2022-05-27,404.49392630422375,411.9013693581638,404.2856934406207,411.7823791503906,84768700
2022-05-31,410.0866962528882,412.97232996852904,406.5961855333333,409.4718933105469,95937000
2022-06-01,411.693168783268,412.75418506046395,403.5221541519284,406.1598815917969,86585800
2022-06-02,405.9913057078747,413.9441309353551,403.63123229115416,413.8945617675781,79609600
2022-06-03,408.9463069025536,410.5725870763427,406.0805252468473,407.1018981933594,71874300
2022-06-06,411.3064116561258,413.12107295279543,407.1118250194197,408.3414611816406,57508900
2022-06-07,404.6823589875329,412.7343529347155,404.19644193071485,412.25836181640625,59272400
2022-06-08,410.46351106833333,412.33769767547756,406.9432528615476,407.7762145996094,64350000
2022-06-09,405.9119600405998,408.291855079743,398.078125,398.078125,86289800
2022-06-10,391.5730576661437,392.4655145076387,386.4860143290133,386.53558349609375,132893900
2022-06-13,376.6689168637618,378.61249418792625,370.1737522913565,371.8595275878906,170004900
2022-06-14,373.6940684990385,374.7749366416902,367.486483305269,370.739013671875,104011800
2022-06-15,374.1997357129782,380.68497411680744,369.0036284494724,376.02435302734375,125666800
2022-06-16,367.40715777387805,367.83354945752603,361.03098308594804,363.5794677734375,134473300
2022-06-17,364.01470689796395,367.8688698501164,360.6883744980465,364.3632507324219,111113900
2022-06-21,370.36860027572,374.98960207775144,370.2889105384422,373.53558349609375,76811900
2022-06-22,369.10377171155864,377.1706403184424,368.66556934032934,372.8583679199219,90059400
2022-06-23,375.09916248890295,377.28017513374607,371.3645039167214,376.5133361816406,79292100
2022-06-24,379.839678728561,388.49413019242246,379.8098026748832,388.4841613769531,98050300
2022-06-27,389.45020228820897,389.75893164678683,385.85498538676313,387.0002746582031,66009600
2022-06-28,388.63356786157743,391.5515738460968,378.9732387064949,379.0927429199219,86548900
2022-06-29,379.6704007020671,380.7061241839131,376.87189883102377,378.7840270996094,65676000
2022-06-30,374.7007872373399,379.10271832908796,371.0358494624268,375.7066650390625,112508300
2022-07-01,375.01948165467763,380.1384683809683,372.27076315463177,379.6803283691406,74839700
2022-07-05,374.3422564155411,380.41730701486875,371.3744368394161,380.3973693847656,81438000
2022-07-06,380.54677804388876,384.2914056552444,378.047067090451,381.68212890625,70426200
2022-07-07,383.5444577535018,388.23518049333734,381.7020200800238,387.39862060546875,64525900
2022-07-08,385.6856591705736,389.0418979580837,384.08226030366467,387.0799560546875,72397800
2022-07-11,384.2714792285503,385.2872954288367,381.9310870883159,382.6581115722656,58366900
2022-07-12,382.0804737894117,384.5802150528634,377.4395342992379,379.2720031738281,62219200
2022-07-13,373.5654608765115,380.35756734891146,373.127258498116,377.2801818847656,84224600
2022-07-14,372.08152594230745,377.49927302854667,369.52206305495616,376.36395263671875,89704800
2022-07-15,380.9849810837629,383.67394757819767,378.98322463302077,383.554443359375,79060400
2022-07-18,386.79113868810555,387.4982255615694,379.10272006385037,380.387451171875,63203600
2022-07-19,384.50051283779845,391.2627430970632,383.8133636257635,390.6651916503906,78506000
2022-07-20,390.86438981626435,394.6388932756416,389.4302784858606,393.15496826171875,71843800
2022-07-21,392.54747551542175,397.208322108785,390.0278270867561,397.1585388183594,64903900
2022-07-22,397.2880116277475,398.5428362374419,391.1432400346693,393.4736633300781,72197300
2022-07-25,394.13097751294976,394.8480331918537,391.60136020227054,393.95172119140625,53631500
2022-07-26,392.2287761962975,392.4478773804343,388.35470619513643,389.2908630371094,52946400
2022-07-27,392.7466578229037,401.23182193635006,392.43792846497354,399.39935302734375,82342100
2022-07-28,400.24586034709495,405.1357465196418,396.5211402271115,404.40875244140625,73966600
2022-07-29,405.9125726207121,411.34028877128935,405.10588877053,410.3045349121094,87003700
2022-08-01,407.47614042202906,411.71872227062175,406.7292087102475,409.0895080566406,69997500
2022-08-02,407.4462861108971,411.31041790220996,405.155707562965,406.390625,63435400
2022-08-03,408.6214395311792,413.97943466962624,408.3226789963226,412.7544860839844,67820600
2022-08-04,412.6748105385001,413.391866239546,410.75271344845027,412.47564697265625,45656600
2022-08-05,407.98406224955716,412.4556836890572,407.9243101442471,411.7784729003906,56814900
2022-08-08,413.551209607935,415.9115090600188,410.14518747689357,411.3004455566406,53886100
2022-08-09,410.53361126449806,411.0614418214487,408.54179325446074,409.66717529296875,44931800
2022-08-10,417.0667482330721,418.4212002072381,415.0151782306003,418.27178955078125,68665700
2022-08-11,421.25951639625225,423.21151981805826,417.49498178666795,418.27178955078125,59489700
2022-08-12,420.3034564551387,425.4622575648715,419.3075474968399,425.35272216796875,61694500
2022-08-15,423.0322352943368,427.6532674277152,422.972483188537,427.1054992675781,54048300
2022-08-16,425.9801662145605,429.963802202433,425.13363748859143,427.9421081542969,59289000
2022-08-17,424.1676085940869,427.74291828019767,422.8032181180557,424.9045715332031,63563400
2022-08-18,425.1136804525352,426.85652111767564,423.7592588669933,426.1394958496094,49023200
2022-08-19,423.241402714664,423.5202560090412,419.49677528211595,420.41302490234375,68016900
2022-08-22,415.3438109035657,415.52309761108154,410.7128404151961,411.6589660644531,77695600
2022-08-23,411.21082373535467,413.7205338893691,410.08544169235375,410.6630859375,49105200
2022-08-24,410.4240456406023,413.41177265690214,409.70702033371197,411.9776916503906,49177800
2022-08-25,413.5412418594565,417.8435760173275,412.3959525923642,417.7937927246094,50942300
2022-08-26,417.6742705524675,418.2419155574279,403.5921033629647,403.65185546875,103087000
2022-08-29,400.554615541517,404.17970852973673,399.55870653260496,400.98284912109375,65370800
2022-08-30,402.19784327418733,402.4468205164776,394.3799517877281,396.5809020996094,85652400
2022-08-31,398.2938609922522,399.59849929160004,393.4238820075808,393.56329345703125,76029700
2022-09-01,391.28269083344577,395.1567609326414,388.4443441829889,394.7982482910156,78740100
2022-09-02,398.6424313708159,399.91719360496876,388.73312520893785,390.63531494140625,99574100
2022-09-06,391.5217069190949,392.50764709558,386.8309840763645,389.1614074707031,76637400
2022-09-07,388.83274223995994,396.95936329916964,388.60370262209443,396.1526794433594,70964200
2022-09-08,393.77245891935064,399.22005176233506,392.5076350867595,398.7420349121094,80821700
2022-09-09,401.09236012785357,405.84286526277106,400.81350683802816,404.93658447265625,76618100
2022-09-12,407.1076836446478,410.0456273794545,406.78898546738606,409.2887268066406,69256300
2022-09-13,400.18608712590634,401.450910966257,390.3166560014087,391.4918212890625,122947100
2022-09-14,392.8562142263904,394.579147692955,389.519913084631,392.9856872558594,85023700
2022-09-15,391.35239526954655,394.34012229351475,387.1895029104063,388.5240173339844,87633800
2022-09-16,384.1400146484375,386.25,382.1099853515625,385.55999755859375,102806100
2022-09-19,382.260009765625,388.54998779296875,382.17999267578125,388.54998779296875,73278500
2022-09-20,385.05999755859375,386.1199951171875,381.20001220703125,384.0899963378906,77274900
2022-09-21,386.1099853515625,389.30999755859375,377.3800048828125,377.3900146484375,106746600
2022-09-22,376.5799865722656,378.29998779296875,373.44000244140625,374.2200012207031,89472600
2022-09-23,370.5799865722656,370.6199951171875,363.2900085449219,367.95001220703125,122210100
2022-09-26,366.4100036621094,370.2099914550781,363.0299987792969,364.30999755859375,92581200
2022-09-27,368.0199890136719,370.3999938964844,360.8699951171875,363.3800048828125,108294100
2022-09-28,364.3800048828125,372.29998779296875,362.6000061035156,370.5299987792969,110802200
2022-09-29,366.80999755859375,367.1099853515625,359.70001220703125,362.7900085449219,112952300
2022-09-30,361.79998779296875,365.9100036621094,357.0400085449219,357.17999267578125,153396100
2022-10-03,361.0799865722656,368.54998779296875,359.2099914550781,366.6099853515625,89756500
2022-10-04,372.3999938964844,378.0,366.57000732421875,377.9700012207031,103602800
2022-10-05,373.3900146484375,379.4599914550781,370.95001220703125,377.0899963378906,88065700
2022-10-06,375.6199951171875,378.7200012207031,372.67999267578125,373.20001220703125,82333500
2022-10-07,368.9700012207031,373.2900085449219,360.94000244140625,362.7900085449219,107680800
2022-10-10,363.9599914550781,364.2099914550781,357.6700134277344,360.0199890136719,76042800
2022-10-11,358.239990234375,363.0299987792969,355.7099914550781,357.739990234375,92482800
2022-10-12,358.1700134277344,359.82000732421875,356.29998779296875,356.55999755859375,76991800
2022-10-13,349.2099914550781,367.510009765625,348.1099853515625,365.9700012207031,147254500
2022-10-14,368.54998779296875,370.260009765625,356.9599914550781,357.6300048828125,123625000
2022-10-17,364.010009765625,367.9800109863281,357.2799987792969,366.82000732421875,93168200
2022-10-18,375.1300048828125,375.45001220703125,367.5199890136719,371.1300048828125,97162900
2022-10-19,368.989990234375,371.8500061035156,365.54998779296875,368.5,79746900
2022-10-20,368.0299987792969,372.6700134277344,364.6099853515625,365.4100036621094,88283100
2022-10-21,365.1199951171875,374.79998779296875,363.5400085449219,374.2900085449219,130897700
2022-10-24,375.8900146484375,380.05999755859375,373.1099853515625,378.8699951171875,85436900
2022-10-25,378.7900085449219,385.25,378.6700134277344,384.9200134277344,78846300
2022-10-26,381.6199951171875,387.5799865722656,381.3500061035156,382.0199890136719,104087300
2022-10-27,383.07000732421875,385.0,379.3299865722656,379.9800109863281,81971800
2022-10-28,379.8699951171875,389.5199890136719,379.67999267578125,389.0199890136719,100302000
2022-10-31,386.44000244140625,388.3999938964844,385.260009765625,386.2099914550781,96631300
2022-11-01,390.1400146484375,390.3900146484375,383.2900085449219,384.5199890136719,85407600
2022-11-02,383.8999938964844,388.6300048828125,374.760009765625,374.8699951171875,126990400
2022-11-03,371.4700012207031,374.20001220703125,368.7900085449219,371.010009765625,87100100
2022-11-04,377.0,378.8699951171875,370.0,376.3500061035156,103449600
